1713312021999
Network Out,Kbps,20.0
1713312023746
CPU,%,13.574660633484163
Memory,%,72.5411359615704
Disk Read,%,0.0
Disk Write,%,0.0
Network In,Kbps,117.0
Network Out,Kbps,20.0
1713312023873
CPU,%,14.05
Memory,%,72.52673109469079
Disk Read,%,0.34081783499730545
Disk Write,%,4.790985411045689
Network In,Kbps,117.0
Network Out,Kbps,20.0
1713312023999
CPU,%,6.153846153846154
Memory,%,72.52368713779609
Disk Read,%,0.0
Disk Write,%,0.0
Network In,Kbps,117.0
Network Out,Kbps,20.0
1713312024140
CPU,%,6.018316615787179
Memory,%,72.523591265138
Disk Read,%,0.0
Disk Write,%,0.0
Network In,Kbps,117.0
Network Out,Kbps,20.0
1713312024265
CPU,%,1.466275659824047
Memory,%,72.52344745615085
Disk Read,%,0.0
Disk Write,%,0.0
Network In,Kbps,117.0
Network Out,Kbps,20.0
1713312024390
CPU,%,6.2058526740666
Memory,%,72.56131715610059
Disk Read,%,0.0
Disk Write,%,0.0
Network In,Kbps,117.0
Network Out,Kbps,20.0
1713312024516
CPU,%,4.761904761904762
Memory,%,72.55010005510282
Disk Read,%,0.0
Disk Write,%,0.0
Network In,Kbps,117.0
Network Out,Kbps,20.0
1713312024642
CPU,%,4.625984251968504
Memory,%,72.5461932442852
Disk Read,%,0.0
Disk Write,%,0.0
Network In,Kbps,117.0
Network Out,Kbps,20.0
1713312024768
CPU,%,6.200787401574804
Memory,%,72.54463531359107
Disk Read,%,0.0
Disk Write,%,0.0
Network In,Kbps,117.0
Network Out,Kbps,20.0
1713312024894
CPU,%,4.638671875
Memory,%,72.54346087352934
Disk Read,%,0.0
Disk Write,%,0.0
Network In,Kbps,117.0
Network Out,Kbps,20.0
1713312025020
CPU,%,8.512769153730595
Memory,%,72.5435088098584
Disk Read,%,0.0
Disk Write,%,0.0
Network In,Kbps,117.0
Network Out,Kbps,20.0
1713312025161
CPU,%,5.679785330948121
Memory,%,72.54310135106147
Disk Read,%,0.0
Disk Write,%,0.0
Network In,Kbps,117.0
Network Out,Kbps,20.0
1713312025288
CPU,%,3.0988686669945893
Memory,%,72.53993755334415
Disk Read,%,0.0
Disk Write,%,3.444016458631779
Network In,Kbps,117.0
Network Out,Kbps,20.0
1713312025414
CPU,%,24.69850458273034
Memory,%,72.57699233570003
Disk Read,%,0.0
Disk Write,%,0.0
Network In,Kbps,117.0
Network Out,Kbps,20.0
1713312025554
CPU,%,16.58514895509115
Memory,%,72.20802641099985
Disk Read,%,0.0
Disk Write,%,0.0
Network In,Kbps,117.0
Network Out,Kbps,20.0
1713312025680
CPU,%,8.554277138569285
Memory,%,72.19508360215627
Disk Read,%,0.0
Disk Write,%,0.8788644533182851
Network In,Kbps,117.0
Network Out,Kbps,20.0
1713312025806
CPU,%,6.347607052896725
Memory,%,72.19163218646464
Disk Read,%,0.0
Disk Write,%,0.0
Network In,Kbps,117.0
Network Out,Kbps,20.0
1713312025932
CPU,%,9.1796875
Memory,%,72.11428691954198
Disk Read,%,0.0
Disk Write,%,0.0
Network In,Kbps,117.0
Network Out,Kbps,20.0
1713312026058
CPU,%,15.194174757281553
Memory,%,72.15877183290067
Disk Read,%,0.0
Disk Write,%,0.0
Network In,Kbps,117.0
Network Out,Kbps,20.0
1713312026186
CPU,%,43.0325932923949
Memory,%,72.17267336832525
Disk Read,%,0.0
Disk Write,%,0.0
Network In,Kbps,117.0
Network Out,Kbps,20.0
1713312026310
CPU,%,19.067145053818553
Memory,%,72.20922481922611
Disk Read,%,0.0
Disk Write,%,0.0
Network In,Kbps,117.0
Network Out,Kbps,20.0
1713312026436
CPU,%,10.200000000000001
Memory,%,72.15520057638642
Disk Read,%,0.0
Disk Write,%,0.0
Network In,Kbps,117.0
Network Out,Kbps,20.0
1713312026563
CPU,%,16.986706056129986
Memory,%,72.14757870006743
Disk Read,%,0.0
Disk Write,%,4.338631049852349
Network In,Kbps,117.0
Network Out,Kbps,20.0
1713312026688
CPU,%,7.787698412698413
Memory,%,72.14144284994899
Disk Read,%,0.0
Disk Write,%,0.0
Network In,Kbps,117.0
Network Out,Kbps,20.0
